"md5_email"|"YEAR"|"WEEK"|"V01"|"V02"|"V03"|"V04"|"V05"|"V06"|"V07"|"V08"|"V09"|"V10"|"V11"|"V12"|"V13"|"V14"|"V15"|"V16"|"V17"|"V18"|"V19"|"V20"|"V21"|"V22"|"V23"|"V24"|"V25"|"V26"|"V27"|"V28"|"V29"|"V30"|"V31"|"V32"|"V33"|"V34"|"V35"|"V36"|"V37"|"V38"|"V39"|"V40"|"V41"|"V42"|"V43"|"V44"|"V45"|"V46"|"V47"|"V48"|"V49"|"V50"|"V51"|"V52"|"V53"|"V54"|"V55"|"V56"|"V57"|"V58"|"V59"|"V60"
"377"|"93bc9e0169d8f99f5058b81bf2f4e8d0"|2010|19|2.6|5|1.8|5|3.4|4.2|2.6|2.6|4.2|4.2|4.2|3.4|4.2|4.2|5|4.2|4.2|4.2|4.2|2.6|3.4|2.6|4.2|3.4|3.4|3.4|1.8|1.8|3.4|4.2|4.2|4.2|4.2|5|1.8|5|4.2|5|5|4.2|4.2|4.2|3.4|4.2|5|4.2|3.4|1.8|4.2|5|2.6|4.2|4.2|5|2.6|2.6|4.2|5|3.4|2.6
"378"|"f4bb05184d8137e4c696f4735d38b17e"|2010|19|5|3.4|1.8|5|5|5|5|4.2|4.2|4.2|1.8|1.8|4.2|3.4|5|5|5|5|4.2|1.8|1.8|5|4.2|4.2|3.4|5|4.2|4.2|1.8|4.2|3.4|2.6|4.2|3.4|1|4.2|1.8|3.4|5|3.4|3.4|3.4|3.4|4.2|4.2|3.4|4.2|2.6|4.2|3.4|2.6|4.2|4.2|4.2|2.6|4.2|3.4|2.6|4.2|4.2
"379"|"64702bfca5a29b8fbffd628a8dce5c36"|2010|19|1|3.4|3.4|3.4|4.2|4.2|4.2|3.4|4.2|3.4|4.2|2.6|3.4|4.2|4.2|3.4|4.2|3.4|3.4|3.4|3.4|4.2|5|4.2|4.2|3.4|4.2|2.6|4.2|3.4|4.2|4.2|2.6|3.4|4.2|4.2|3.4|4.2|3.4|4.2|3.4|3.4|3.4|4.2|4.2|4.2|4.2|3.4|2.6|3.4|3.4|3.4|4.2|4.2|3.4|3.4|3.4|3.4|3.4|4.2
"380"|"9c1b4b41364e208c423a89a8d7fe5f53"|2010|19|2.6|4.2|1.8|2.6|4.2|3.4|3.4|4.2|5|4.2|1.8|1.8|2.6|4.2|2.6|5|4.2|5|2.6|1.8|3.4|4.2|4.2|3.4|2.6|4.2|3.4|4.2|1.8|5|4.2|4.2|5|4.2|3.4|4.2|3.4|4.2|4.2|3.4|4.2|2.6|4.2|4.2|5|3.4|3.4|3.4|4.2|4.2|3.4|4.2|5|4.2|3.4|2.6|3.4|4.2|4.2|3.4
"381"|"744fcd237a328f4d9f31c993caa3c3ca"|2010|19|2.6|3.4|2.6|3.4|5|5|3.4|1|5|5|1|1|1|5|3.4|5|5|5|1.8|1|1|5|5|5|1|4.2|2.6|5|1|5|4.2|2.6|5|1|2.6|5|1|5|5|4.2|1|5|5|5|5|5|5|5|1.8|1.8|5|2.6|5|5|3.4|4.2|4.2|5|3.4|5
"382"|"b457c497db9178bb3e83367e22856d50"|2010|19|3.4|1.8|1.8|5|5|3.4|5|5|5|5|2.6|1.8|5|2.6|5|4.2|5|5|4.2|1|3.4|5|5|5|2.6|5|4.2|5|2.6|5|5|5|4.2|5|4.2|5|2.6|5|5|5|4.2|5|4.2|5|5|5|5|5|5|5|2.6|5|5|5|4.2|5|5|5|5|4.2
"383"|"c28e7f85ccb97140cad4bf270ba4474a"|2010|19|4.2|4.2|2.6|3.4|4.2|4.2|3.4|2.6|4.2|4.2|4.2|3.4|4.2|4.2|4.2|3.4|4.2|3.4|4.2|2.6|4.2|3.4|4.2|3.4|3.4|3.4|3.4|2.6|4.2|3.4|4.2|3.4|3.4|3.4|3.4|4.2|3.4|3.4|4.2|3.4|2.6|3.4|3.4|3.4|4.2|3.4|3.4|3.4|4.2|3.4|3.4|3.4|4.2|4.2|2.6|3.4|3.4|3.4|3.4|3.4
"384"|"7aa30a54ef4a8a04610353f7b1242773"|2010|19|3.4|3.4|3.4|3.4|5|4.2|5|4.2|5|5|3.4|3.4|3.4|3.4|5|5|5|4.2|4.2|2.6|2.6|3.4|5|4.2|1|5|4.2|4.2|3.4|5|5|5|5|5|4.2|4.2|3.4|5|5|5|3.4|3.4|5|5|5|4.2|5|4.2|4.2|3.4|3.4|2.6|5|5|1.8|4.2|5|5|4.2|5
"385"|"ef625b83a8351968d8147988f6917239"|2010|19|5|4.2|1.8|4.2|4.2|3.4|2.6|3.4|5|4.2|1|4.2|1.8|5|3.4|4.2|4.2|3.4|4.2|1.8|1.8|4.2|3.4|5|1|5|3.4|4.2|1.8|4.2|5|4.2|5|4.2|5|4.2|3.4|5|5|5|4.2|5|3.4|5|3.4|4.2|3.4|2.6|4.2|5|5|4.2|5|4.2|4.2|3.4|4.2|5|5|4.2
"371"|"5b9d35aaf630f5340c947c39538dc39b"|2010|18|4.2|3.4|1|5|5|5|5|5|5|4.2|1.8|3.4|4.2|4.2|5|5|5|4.2|3.4|1.8|4.2|5|5|5|1|5|1|4.2|1|5|2.6|2.6|2.6|2.6|2.6|2.6|2.6|5|2.6|2.6|2.6|2.6|2.6|3.4|2.6|5|2.6|2.6|2.6|2.6|2.6|2.6|2.6|3.4|2.6|2.6|2.6|2.6|2.6|2.6
"369"|"faf0d80eb72e9c5b8b49bb969d06e789"|2010|17|3.4|1.8|1|5|4.2|4.2|5|4.2|5|5|1|4.2|4.2|5|3.4|5|4.2|5|3.4|1.8|1|4.2|5|4.2|1|4.2|3.4|5|1.8|5|5|4.2|5|3.4|4.2|5|1.8|5|5|4.2|2.6|4.2|5|4.2|3.4|5|4.2|3.4|3.4|2.6|4.2|5|5|4.2|4.2|4.2|2.6|5|5|3.4
"370"|"46caa94569655e0578640c91c92e8701"|2010|17|2.6|4.2|2.6|5|4.2|4.2|3.4|3.4|4.2|3.4|2.6|2.6|4.2|3.4|4.2|4.2|5|4.2|3.4|1|3.4|4.2|4.2|5|1.8|4.2|3.4|3.4|1.8|3.4|3.4|2.6|3.4|4.2|4.2|4.2|2.6|3.4|3.4|5|5|4.2|3.4|4.2|4.2|4.2|4.2|3.4|4.2|3.4|3.4|4.2|5|3.4|3.4|5|4.2|4.2|4.2|2.6
"368"|"bddd8810ed128e1b64277eed94b85fe5"|2010|16|3.4|2.6|3.4|4.2|4.2|3.4|3.4|1.8|5|2.6|1.8|1.8|3.4|3.4|4.2|5|4.2|4.2|1.8|1.8|1.8|5|3.4|4.2|1.8|4.2|4.2|5|1.8|3.4|3.4|4.2|4.2|1.8|4.2|4.2|2.6|4.2|4.2|4.2|5|4.2|4.2|4.2|4.2|5|4.2|4.2|2.6|4.2|1.8|4.2|5|4.2|2.6|4.2|4.2|4.2|3.4|5
"365"|"1a1b73ea3f33987c8a6f15435b68d4c7"|2010|13|3.4|4.2|1.8|3.4|4.2|4.2|4.2|3.4|4.2|4.2|3.4|4.2|4.2|4.2|5|4.2|5|4.2|4.2|1.8|4.2|3.4|4.2|4.2|1|4.2|4.2|3.4|3.4|3.4|4.2|2.6|4.2|4.2|3.4|4.2|4.2|5|3.4|3.4|5|4.2|3.4|3.4|3.4|2.6|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|3.4|4.2|4.2|4.2|4.2|3.4
"366"|"271594c33d4502ded1458208db7a5a64"|2010|13|3.4|4.2|3.4|4.2|5|4.2|2.6|2.6|4.2|3.4|2.6|3.4|4.2|4.2|3.4|4.2|5|4.2|3.4|1|4.2|4.2|3.4|5|4.2|4.2|3.4|3.4|1|4.2|3.4|3.4|2.6|3.4|3.4|3.4|2.6|4.2|3.4|3.4|2.6|3.4|3.4|3.4|4.2|3.4|3.4|2.6|3.4|2.6|3.4|3.4|4.2|3.4|3.4|2.6|3.4|2.6|3.4|3.4
"367"|"b97393114cbc99e40d5faa821fa09f00"|2010|13|3.4|5|1|4.2|4.2|3.4|4.2|4.2|4.2|4.2|3.4|3.4|4.2|4.2|4.2|4.2|4.2|4.2|4.2|2.6|3.4|4.2|4.2|3.4|1.8|4.2|4.2|4.2|2.6|4.2|4.2|4.2|5|4.2|4.2|5|4.2|4.2|5|4.2|5|4.2|4.2|4.2|5|5|4.2|2.6|5|4.2|3.4|5|4.2|4.2|3.4|4.2|5|4.2|4.2|5
"357"|"67966080f2d33d8f82fd163bd155ad60"|2010|12|4.2|4.2|1|4.2|5|4.2|5|4.2|4.2|5|3.4|4.2|4.2|5|4.2|4.2|4.2|4.2|5|3.4|4.2|4.2|4.2|2.6|4.2|3.4|4.2|4.2|3.4|3.4|4.2|4.2|4.2|4.2|3.4|4.2|3.4|5|5|4.2|4.2|4.2|4.2|4.2|4.2|3.4|4.2|5|4.2|4.2|4.2|4.2|4.2|4.2|4.2|5|4.2|4.2|4.2|4.2
"358"|"e07175c50939317eefd04a4f83e9fc66"|2010|12|2.6|4.2|1.8|5|3.4|4.2|4.2|1.8|5|3.4|2.6|2.6|2.6|4.2|3.4|4.2|4.2|4.2|2.6|1|2.6|5|4.2|5|3.4|5|5|4.2|4.2|2.6|3.4|2.6|4.2|3.4|3.4|3.4|2.6|4.2|3.4|4.2|3.4|3.4|3.4|3.4|2.6|4.2|3.4|4.2|1|2.6|3.4|4.2|4.2|5|4.2|3.4|3.4|5|4.2|3.4
"359"|"174dc898571bfbf7cf4dabd719fb07e0"|2010|12|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
"360"|"174dc898571bfbf7cf4dabd719fb07e0"|2010|12|4.2|4.2|1|2.6|4.2|3.4|2.6|1.8|5|4.2|3.4|3.4|4.2|5|4.2|4.2|5|2.6|4.2|1.8|3.4|4.2|3.4|4.2|4.2|4.2|4.2|4.2|3.4|4.2|4.2|3.4|4.2|4.2|4.2|5|3.4|4.2|4.2|4.2|4.2|4.2|4.2|5|4.2|5|4.2|3.4|4.2|3.4|4.2|4.2|4.2|5|3.4|2.6|4.2|5|4.2|4.2
"361"|"2c1d94242af973d6b5804558324ceb05"|2010|12|2.6|2.6|3.4|5|4.2|2.6|4.2|1.8|3.4|1.8|3.4|2.6|2.6|2.6|4.2|3.4|3.4|4.2|2.6|1.8|3.4|2.6|4.2|4.2|3.4|4.2|2.6|3.4|4.2|2.6|2.6|4.2|4.2|2.6|4.2|4.2|2.6|4.2|5|3.4|2.6|2.6|3.4|3.4|3.4|3.4|4.2|3.4|1.8|1.8|2.6|2.6|4.2|4.2|3.4|3.4|3.4|3.4|2.6|3.4
"362"|"10ac9c8704829bfd35d38f768bdc7cf1"|2010|12|3.4|4.2|3.4|3.4|4.2|3.4|4.2|2.6|4.2|4.2|1.8|3.4|3.4|5|3.4|5|4.2|4.2|3.4|2.6|2.6|3.4|4.2|4.2|3.4|4.2|4.2|5|2.6|4.2|4.2|3.4|5|4.2|5|5|3.4|5|4.2|4.2|3.4|2.6|4.2|5|2.6|4.2|3.4|3.4|3.4|3.4|4.2|4.2|5|5|3.4|4.2|4.2|4.2|3.4|4.2
"363"|"d4117369df7e8e576dcdb48db4f6c3db"|2010|12|3.4|5|3.4|4.2|4.2|5|2.6|3.4|4.2|3.4|1.8|5|1.8|5|2.6|4.2|5|5|2.6|1|2.6|2.6|4.2|2.6|1.8|5|2.6|5|1.8|5|5|1.8|4.2|4.2|5|5|2.6|4.2|5|3.4|1.8|4.2|1.8|3.4|2.6|2.6|2.6|4.2|5|1.8|4.2|2.6|5|2.6|3.4|1.8|4.2|3.4|2.6|2.6
"364"|"34441ab12a4b9783e808204979f845a0"|2010|12|2.6|3.4|1.8|4.2|5|4.2|2.6|3.4|5|2.6|1|4.2|3.4|3.4|4.2|4.2|5|2.6|3.4|1|3.4|4.2|4.2|4.2|1|4.2|4.2|4.2|1|4.2|3.4|3.4|3.4|4.2|3.4|4.2|3.4|3.4|3.4|4.2|4.2|3.4|3.4|3.4|3.4|3.4|3.4|4.2|4.2|3.4|4.2|4.2|3.4|4.2|3.4|2.6|3.4|3.4|4.2|3.4
"350"|"dc9d44bef021787f2d056dc623f5b48b"|2010|11|2.6|2.6|2.6|4.2|5|1.8|4.2|5|4.2|3.4|2.6|5|4.2|2.6|4.2|4.2|4.2|3.4|3.4|1|3.4|4.2|5|4.2|2.6|5|3.4|5|3.4|4.2|4.2|5|4.2|4.2|5|5|4.2|5|4.2|5|5|5|4.2|3.4|5|5|5|4.2|5|4.2|4.2|5|5|3.4|4.2|4.2|4.2|4.2|5|3.4
"351"|"1b0a862617aa938b3de3b68d2f867c02"|2010|11|5|3.4|3.4|5|5|5|4.2|3.4|5|5|2.6|2.6|4.2|3.4|5|4.2|5|5|4.2|1.8|2.6|4.2|5|4.2|3.4|5|4.2|3.4|1.8|5|3.4|1.8|4.2|2.6|1|5|1|3.4|4.2|3.4|2.6|2.6|3.4|3.4|3.4|2.6|3.4|5|3.4|2.6|1|4.2|5|4.2|1|3.4|2.6|3.4|2.6|5
"352"|"fe2ba72ce40e98b38ba4365b576b95af"|2010|11|2.6|4.2|1.8|3.4|2.6|2.6|2.6|4.2|4.2|3.4|3.4|3.4|3.4|3.4|3.4|4.2|4.2|3.4|3.4|2.6|3.4|3.4|3.4|4.2|4.2|3.4|3.4|4.2|3.4|3.4|5|4.2|4.2|5|5|4.2|4.2|4.2|5|5|5|5|4.2|4.2|4.2|4.2|4.2|4.2|5|4.2|4.2|4.2|5|5|4.2|4.2|4.2|4.2|4.2|4.2
"353"|"1be2f15d12cb26dadf2ffc0f88994a17"|2010|11|2.6|3.4|2.6|4.2|4.2|4.2|4.2|2.6|4.2|3.4|3.4|3.4|4.2|4.2|4.2|4.2|4.2|4.2|3.4|1.8|3.4|4.2|4.2|3.4|3.4|4.2|2.6|4.2|2.6|4.2|3.4|3.4|4.2|4.2|2.6|4.2|3.4|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|3.4|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2|4.2
"354"|"aa99b1696c68e3b108abe38c6321d7e6"|2010|11|4.2|5|2.6|2.6|5|4.2|4.2|3.4|4.2|3.4|4.2|2.6|4.2|4.2|3.4|4.2|4.2|4.2|3.4|3.4|3.4|2.6|5|3.4|4.2|2.6|3.4|4.2|4.2|3.4|4.2|3.4|3.4|3.4|4.2|4.2|5|4.2|3.4|4.2|3.4|3.4|3.4|4.2|5|5|5|4.2|5|4.2|3.4|3.4|5|5|5|5|3.4|3.4|4.2|3.4
"355"|"e2325a37deaa7b6217d7e93f018bb040"|2010|11|2.6|3.4|1.8|4.2|5|2.6|5|4.2|4.2|4.2|3.4|4.2|5|3.4|4.2|4.2|4.2|4.2|4.2|1.8|5|5|3.4|3.4|3.4|5|4.2|3.4|3.4|3.4|4.2|4.2|3.4|5|4.2|5|5|4.2|2.6|5|5|3.4|2.6|5|3.4|3.4|3.4|4.2|4.2|3.4|5|5|5|4.2|2.6|4.2|4.2|1.8|5|3.4
"356"|"51ff26cff9432cdce6cab05662e58e8a"|2010|11|3.4|4.2|1|3.4|4.2|4.2|3.4|3.4|5|4.2|3.4|4.2|3.4|4.2|3.4|3.4|4.2|3.4|3.4|1.8|4.2|4.2|3.4|4.2|1|4.2|2.6|3.4|4.2|4.2|4.2|2.6|3.4|3.4|3.4|4.2|4.2|4.2|3.4|3.4|4.2|4.2|4.2|3.4|3.4|4.2|3.4|3.4|4.2|4.2|4.2|3.4|3.4|4.2|3.4|4.2|3.4|4.2|4.2|3.4
"346"|"8f2a765187594755f64c8d11bf34a3cc"|2010|10|3.4|4.2|3.4|3.4|4.2|5|3.4|3.4|4.2|3.4|4.2|3.4|3.4|4.2|3.4|4.2|4.2|4.2|3.4|3.4|3.4|3.4|4.2|4.2|3.4|4.2|2.6|3.4|3.4|3.4|4.2|2.6|4.2|3.4|3.4|3.4|3.4|3.4|3.4|3.4|3.4|3.4|4.2|3.4|4.2|5|4.2|3.4|4.2|3.4|2.6|3.4|4.2|4.2|3.4|4.2|3.4|4.2|3.4|4.2
"347"|"5af9d7aad7fecee28bef1de121bbba20"|2010|10|2.6|2.6|4.2|4.2|4.2|4.2|3.4|3.4|4.2|2.6|2.6|2.6|3.4|3.4|4.2|4.2|4.2|4.2|3.4|1.8|2.6|4.2|4.2|4.2|3.4|3.4|2.6|4.2|2.6|4.2|4.2|3.4|4.2|3.4|3.4|4.2|3.4|4.2|4.2|3.4|4.2|3.4|3.4|4.2|4.2|4.2|4.2|3.4|4.2|4.2|4.2|4.2|4.2|4.2|3.4|4.2|3.4|4.2|4.2|3.4
"348"|"0f653d6ae674e05315ce9d16c23b6f29"|2010|10|3.4|4.2|1.8|5|5|3.4|4.2|3.4|5|4.2|3.4|4.2|2.6|4.2|3.4|5|4.2|5|4.2|2.6|3.4|5|4.2|4.2|1.8|5|3.4|3.4|3.4|4.2|4.2|4.2|4.2|5|3.4|4.2|3.4|5|5|5|4.2|4.2|5|5|4.2|4.2|4.2|3.4|5|4.2|3.4|5|5|5|3.4|4.2|4.2|4.2|4.2|3.4
"349"|"0f9bcb8c048de0f1353a0358e6ba5fdb"|2010|10|4.2|3.4|1.8|4.2|5|3.4|2.6|3.4|4.2|3.4|3.4|4.2|3.4|3.4|4.2|4.2|4.2|4.2|1.8|2.6|2.6|4.2|4.2|3.4|1|4.2|3.4|4.2|1.8|2.6|4.2|3.4|4.2|3.4|3.4|3.4|3.4|4.2|4.2|4.2|4.2|4.2|3.4|3.4|4.2|4.2|4.2|4.2|3.4|4.2|4.2|4.2|4.2|4.2|3.4|4.2|3.4|3.4|3.4|3.4
"340"|"418baac7406ee448dce3f9e3ba8261a6"|2010|9|3.4|3.4|2.6|3.4|3.4|4.2|3.4|3.4|3.4|4.2|2.6|3.4|3.4|3.4|2.6|2.6|4.2|4.2|3.4|2.6|3.4|4.2|3.4|2.6|2.6|3.4|3.4|3.4|2.6|3.4|3.4|4.2|3.4|4.2|3.4|3.4|3.4|3.4|3.4|2.6|3.4|3.4|2.6|3.4|3.4|2.6|2.6|2.6|3.4|3.4|3.4|2.6|3.4|2.6|2.6|3.4|3.4|1.8|3.4|1.8
"341"|"96871b943bb937f805981ea188c3395d"|2010|9|4.2|4.2|1.8|3.4|4.2|4.2|4.2|2.6|3.4|4.2|4.2|4.2|3.4|4.2|4.2|3.4|3.4|5|3.4|4.2|3.4|5|4.2|2.6|3.4|3.4|2.6|3.4|3.4|2.6|3.4|3.4|4.2|3.4|3.4|4.2|2.6|3.4|3.4|3.4|3.4|2.6|3.4|3.4|4.2|4.2|5|4.2|2.6|2.6|2.6|3.4|4.2|4.2|4.2|5|4.2|2.6|4.2|2.6
"342"|"7ef3cf157f7b44517a69d6bba8467cbe"|2010|9|4.2|5|1|5|5|3.4|4.2|1.8|5|5|3.4|4.2|2.6|5|3.4|5|5|5|4.2|1.8|4.2|5|5|2.6|1.8|5|4.2|3.4|3.4|5|5|5|5|5|5|5|3.4|5|5|5|4.2|5|5|4.2|5|5|4.2|5|3.4|4.2|4.2|5|5|5|5|5|5|4.2|5|4.2
"343"|"ccdc141f58ef9a3378a2b418593670c8"|2010|9|3.4|4.2|1.8|4.2|5|5|3.4|4.2|5|4.2|1.8|3.4|3.4|5|4.2|5|4.2|4.2|3.4|1.8|3.4|4.2|5|4.2|1.8|4.2|4.2|3.4|1.8|4.2|3.4|4.2|4.2|3.4|3.4|3.4|4.2|4.2|4.2|3.4|3.4|3.4|3.4|3.4|4.2|3.4|3.4|3.4|3.4|3.4|3.4|4.2|4.2|4.2|3.4|4.2|3.4|3.4|3.4|4.2
"344"|"3ec0f0a866eeb8e0b419cccd6ea807b5"|2010|9|4.2|5|1|2.6|5|5|4.2|4.2|4.2|5|2.6|4.2|5|5|4.2|4.2|5|5|4.2|2.6|3.4|4.2|5|5|2.6|4.2|5|3.4|3.4|4.2|3.4|5|5|5|4.2|4.2|3.4|5|4.2|4.2|4.2|5|5|4.2|5|5|5|3.4|5|5|4.2|4.2|5|4.2|4.2|5|5|5|4.2|3.4
"345"|"46caa94569655e0578640c91c92e8701"|2010|9|3.4|1.8|2.6|5|3.4|5|4.2|4.2|3.4|2.6|4.2|4.2|3.4|1.8|5|3.4|4.2|5|3.4|1.8|2.6|5|5|3.4|5|3.4|2.6|4.2|3.4|4.2|4.2|1.8|1|2.6|5|3.4|4.2|3.4|1.8|3.4|2.6|5|1.8|2.6|2.6|4.2|3.4|2.6|4.2|2.6|4.2|5|4.2|3.4|4.2|5|1.8|4.2|4.2|3.4
"335"|"744fcd237a328f4d9f31c993caa3c3ca"|2010|8|3.4|3.4|3.4|3.4|3.4|3.4|2.6|1.8|3.4|3.4|1|3.4|1|3.4|3.4|3.4|3.4|3.4|2.6|1|1.8|1.8|3.4|3.4|1.8|3.4|1.8|3.4|1.8|3.4|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|2.6|3.4|2.6|2.6|2.6|2.6|2.6|2.6|2.6
"336"|"418baac7406ee448dce3f9e3ba8261a6"|2010|8|3.4|2.6|2.6|3.4|3.4|4.2|4.2|3.4|3.4|4.2|2.6|3.4|3.4|3.4|3.4|3.4|4.2|4.2|4.2|2.6|3.4|3.4|3.4|2.6|2.6|3.4|3.4|2.6|2.6|3.4|3.4|4.2|3.4|3.4|4.2|2.6|4.2|4.2|3.4|3.4|3.4|4.2|3.4|2.6|3.4|2.6|3.4|2.6|3.4|4.2|3.4|3.4|3.4|2.6|1.8|4.2|3.4|2.6|3.4|2.6
"337"|"f89eb6d9b43452c2de9fca3372f78fee"|2010|8|1|5|2.6|4.2|4.2|5|5|4.2|2.6|5|4.2|1.8|3.4|3.4|4.2|4.2|5|5|5|4.2|4.2|5|5|3.4|5|1|3.4|1|5|2.6|5|5|5|5|3.4|5|1|5|5|5|5|5|5|5|5|5|5|1|5|4.2|5|5|5|5|3.4|4.2|5|5|4.2|3.4
"338"|"ce8a740462d3ffe93125730c96aad056"|2010|8|3.4|3.4|1|3.4|3.4|3.4|3.4|2.6|4.2|3.4|2.6|5|4.2|4.2|2.6|3.4|3.4|2.6|4.2|2.6|3.4|1.8|4.2|2.6|1.8|5|3.4|2.6|3.4|4.2|2.6|1.8|1.8|3.4|3.4|5|2.6|5|2.6|1.8|5|2.6|1.8|4.2|3.4|4.2|5|1.8|3.4|3.4|4.2|4.2|2.6|5|2.6|1.8|3.4|5|3.4|3.4
"339"|"1252ec8e465ccf58a46d13c44da38388"|2010|8|5|3.4|2.6|3.4|4.2|4.2|4.2|2.6|5|4.2|3.4|4.2|4.2|4.2|5|4.2|4.2|3.4|4.2|1.8|3.4|4.2|5|3.4|1|5|3.4|5|3.4|5|3.4|3.4|3.4|4.2|4.2|4.2|4.2|4.2|3.4|5|5|5|4.2|5|4.2|5|3.4|5|5|4.2|5|5|4.2|4.2|3.4|5|4.2|5|5|3.4
"320"|"f39cb193790e807b09396dcd2f834392"|2010|7|2.6|3.4|2.6|5|4.2|3.4|4.2|3.4|4.2|3.4|3.4|3.4|5|3.4|4.2|3.4|3.4|3.4|3.4|2.6|3.4|4.2|3.4|3.4|3.4|4.2|4.2|3.4|4.2|3.4|4.2|3.4|3.4|4.2|3.4|5|4.2|4.2|4.2|4.2|3.4|4.2|3.4|4.2|4.2|4.2|4.2|3.4|5|3.4|4.2|4.2|4.2|3.4|3.4|2.6|4.2|3.4|4.2|2.6
"321"|"c66a9bec257b6178aff68f2993c7c1a8"|2010|7|5|5|1|5|4.2|2.6|4.2|3.4|4.2|5|4.2|5|5|5|4.2|4.2|3.4|3.4|5|2.6|5|4.2|3.4|4.2|1.8|4.2|3.4|4.2|3.4|4.2|5|4.2|4.2|5|2.6|5|3.4|5|4.2|4.2|3.4|4.2|4.2|3.4|3.4|4.2|4.2|3.4|4.2|3.4|5|4.2|4.2|4.2|3.4|3.4|3.4|3.4|3.4|3.4
"322"|"c66a9bec257b6178aff68f2993c7c1a8"|2010|7|2.6|3.4|2.6|4.2|4.2|4.2|4.2|3.4|4.2|4.2|3.4|3.4|4.2|3.4|4.2|4.2|4.2|4.2|3.4|2.6|3.4|5|4.2|4.2|5|4.2|4.2|2.6|3.4|3.4|4.2|4.2|4.2|4.2|4.2|5|3.4|5|4.2|4.2|4.2|3.4|4.2|4.2|4.2|3.4|2.6|3.4|4.2|4.2|3.4|4.2|4.2|4.2|3.4|2.6|5|4.2|4.2|3.4
"323"|"db3d7a912431a3b852ff38d1878b7634"|2010|7|3.4|4.2|2.6|3.4|3.4|3.4|3.4|3.4|4.2|3.4|2.6|3.4|3.4|4.2|3.4|4.2|3.4|4.2|3.4|2.6|4.2|3.4|4.2|3.4|1.8|4.2|3.4|3.4|2.6|3.4|3.4|3.4|3.4|3.4|3.4|3.4|4.2|3.4|3.4|3.4|3.4|4.2|3.4|3.4|3.4|4.2|3.4|3.4|3.4|3.4|3.4|3.4|4.2|3.4|3.4|3.4|3.4|3.4|3.4|3.4
"324"|"41e47c21dde50247a438128255e7ce51"|2010|7|4.2|5|1|5|3.4|5|5|4.2|5|5|4.2|3.4|4.2|5|5|5|5|5|4.2|4.2|4.2|2.6|5|4.2|4.2|4.2|5|2.6|4.2|4.2|5|5|4.2|5|1.8|5|4.2|5|4.2|5|5|4.2|5|5|5|5|5|3.4|4.2|5|4.2|4.2|5|5|4.2|5|4.2|4.2|5|5
"325"|"b1ec0a7d2752c3f4f5db2777971b6ed8"|2010|7|5|4.2|4.2|5|5|4.2|4.2|4.2|5|5|2.6|3.4|1|5|5|5|5|5|2.6|2.6|4.2|4.2|5|4.2|4.2|4.2|4.2|4.2|3.4|3.4|4.2|3.4|4.2|5|4.2|5|3.4|4.2|5|4.2|4.2|4.2|5|5|5|5|5|4.2|5|4.2|4.2|4.2|5|5|4.2|5|4.2|5|4.2|5
"326"|"68f3131e6a648e72eafadcc1a7816cb4"|2010|7|4.2|4.2|1.8|3.4|3.4|4.2|3.4|3.4|4.2|3.4|2.6|3.4|3.4|4.2|2.6|4.2|4.2|4.2|3.4|2.6|2.6|2.6|4.2|3.4|2.6|3.4|4.2|4.2|2.6|4.2|3.4|2.6|3.4|3.4|2.6|3.4|3.4|4.2|3.4|4.2|3.4|2.6|3.4|2.6|3.4|3.4|3.4|3.4|3.4|3.4|2.6|2.6|3.4|3.4|4.2|2.6|4.2|3.4|4.2|2.6
"327"|"4cbe9ae56a22f1fb66e6d60c2c3f9c15"|2010|7|2.6|1.8|2.6|2.6|3.4|2.6|1.8|2.6|2.6|2.6|2.6|1.8|2.6|1.8|2.6|2.6|3.4|3.4|1.8|2.6|1.8|2.6|2.6|2.6|2.6|2.6|1.8|4.2|1.8|2.6|3.4|3.4|4.2|4.2|4.2|4.2|1.8|3.4|3.4|4.2|4.2|2.6|2.6|4.2|4.2|3.4|4.2|3.4|4.2|3.4|4.2|4.2|5|5|3.4|4.2|3.4|4.2|2.6|4.2
"328"|"3b6df45a371e986710a0f39b2b68a0ec"|2010|7|4.2|5|1|5|4.2|5|4.2|2.6|5|3.4|2.6|3.4|3.4|5|3.4|4.2|5|5|3.4|2.6|4.2|3.4|5|4.2|3.4|4.2|4.2|4.2|2.6|4.2|4.2|3.4|3.4|2.6|3.4|4.2|3.4|4.2|4.2|4.2|4.2|4.2|2.6|4.2|4.2|4.2|5|4.2|4.2|4.2|4.2|3.4|5|5|3.4|5|4.2|4.2|3.4|4.2
